log_name,drift_id,change_type,drift_type,complexity,change_point,log_size
log_2878_1708943347.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1177, 2705, 4455, 4897]",6850.0
log_287_1708942813.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1697, 2778, 3932]",5931.0
log_2880_1708943359.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1652, 1965, 3183, 5138]",6316.0
log_2881_1708943363.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1118, 2655]",4495.0
log_2883_1708943378.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1851, 2955, 3400, 5260]",6445.0
log_2884_1708943388.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1653, 3250, 3790, 5680]",7089.0
log_2885_1708943397.xes,['drift_1'],['sudden'],['sudden'],,[1933],3910.0
log_2886_1708943400.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1293, 1854, 3851, 4411]",5939.0
log_2887_1708943407.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1917, 2246]",3887.0
log_2888_1708943415.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1379, 3157]",4546.0
log_2889_1708943220.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1811, 2401]",4115.0
log_288_1708942837.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1517, 2007, 3187, 3708]",5601.0
log_2890_1708943227.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1895, 2495, 4099, 6063, 6609]",8086.0
log_2891_1708943234.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1765, 2130, 4011, 4550, 5970]",7136.0
log_2893_1708943241.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1860, 3129, 4359]",5420.0
log_2895_1708943248.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1611, 2956, 3494, 4995]",6701.0
log_2896_1708943255.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1047, 1545, 2694, 4334]",5847.0
log_2897_1708943260.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1750, 2139]",3620.0
log_2898_1708943267.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1378, 1929, 3610, 4093]",5149.0
log_2899_1708943273.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1670, 2064]",3193.0
log_289_1708942843.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1553, 2036]",3800.0
log_28_1708942851.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1854, 2300, 3382]",5042.0
log_2900_1708943275.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1390, 1815]",3248.0
log_2901_1708943281.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1533, 1910, 2987]",4135.0
log_2903_1708943289.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1406, 1821]",3333.0
log_2904_1708943293.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1616, 3277, 4883]",6410.0
log_2905_1708943299.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1026, 1581]",2722.0
log_2906_1708943301.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1051, 1551, 3387, 3734]",5581.0
log_2907_1708943314.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1325, 1695, 3618]",4953.0
log_2908_1708943320.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1128, 2946]",4089.0
log_2909_1708943322.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1402, 1926, 3472, 3913, 5097]",6240.0
log_290_1708942846.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1905, 2231, 3251, 3704, 5632, 6004]",7931.0
log_2910_1708943328.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1138, 2823]",4778.0
log_2912_1708943335.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1161, 3144, 3730, 5390, 5887]",7500.0
log_2913_1708943349.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1125, 1567]",2627.0
log_2914_1708943352.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1907, 3295, 3646]",5428.0
log_2915_1708943358.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1705, 2223]",3814.0
log_2917_1708943382.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1871, 3370, 3838]",5423.0
log_2918_1708943387.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1547, 3268, 3696]",4883.0
log_291_1708942855.xes,['drift_1'],['sudden'],['sudden'],,[1245],3024.0
log_2920_1708943395.xes,['drift_1'],['sudden'],['sudden'],,[1303],2829.0
log_2921_1708943397.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1333, 1897]",3781.0
log_2922_1708943400.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1011, 1593]",2801.0
log_2923_1708943402.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1851, 2315]",3724.0
log_2924_1708943403.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1894, 3826, 4224]",6201.0
log_2925_1708943413.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1938, 2289, 4197, 4745]",6609.0
log_2926_1708943425.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1646, 1974, 3276]",4647.0
log_2927_1708943223.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1120, 2356]",3795.0
log_2928_1708943226.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1069, 2907, 3235, 5216, 5693]",7346.0
log_2929_1708943233.xes,['drift_1'],['sudden'],['sudden'],,[1179],2835.0
log_292_1708942857.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1493, 1884, 3048, 3403]",4636.0
log_2930_1708943237.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1177, 2617, 2954, 4460]",5651.0
log_2931_1708943242.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1764, 2194]",3342.0
log_2932_1708943244.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1018, 2968, 3551, 5003, 5537]",7009.0
log_2933_1708943251.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1117, 1598, 2738]",4211.0
log_2934_1708943255.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1834, 3561, 4023]",5916.0
log_2935_1708943261.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1408, 1836, 3433, 3762]",5471.0
log_2936_1708943272.xes,['drift_1'],['sudden'],['sudden'],,[1063],2438.0
log_2937_1708943278.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1315, 2663, 4533]",5633.0
log_2938_1708943290.xes,['drift_1'],['sudden'],['sudden'],,[1749],3629.0
log_2939_1708943296.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1954, 2437, 4249, 5432, 5832]",7719.0
log_293_1708942859.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1907, 2328, 4066, 4454, 5507, 6045]",7334.0
log_2941_1708943309.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1085, 1609, 3009, 4447]",5717.0
log_2942_1708943312.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1512, 3089, 3631]",5208.0
log_2944_1708943319.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1646, 2151]",3174.0
log_2945_1708943326.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1705, 2196, 3674, 4986, 5380]",7235.0
log_2948_1708943344.xes,['drift_1'],['sudden'],['sudden'],,[1127],2998.0
log_2949_1708943346.xes,['drift_1'],['sudden'],['sudden'],,[1966],3488.0
log_294_1708942866.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1688, 1991, 3902, 5011, 5333]",7193.0
log_2950_1708943349.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1826, 2175, 4073, 4552]",5703.0
log_2951_1708943354.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1449, 2649, 3066]",4532.0
log_2952_1708943357.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1301, 1838]",3387.0
log_2954_1708943363.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1282, 2480, 2800]",4092.0
log_2955_1708943367.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1314, 1896, 2954, 4130, 4712]",6077.0
log_2956_1708943377.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1755, 3713, 4130, 5661]",7100.0
log_2958_1708943391.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1014, 1338, 2994, 3558, 5509]",7345.0
log_2959_1708943397.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1425, 3247]",4434.0
log_2960_1708943400.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1085, 1434, 2769]",4613.0
log_2961_1708943404.xes,['drift_1'],['sudden'],['sudden'],,[1076],3061.0
log_2962_1708943407.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1106, 1697, 3097, 4846]",6066.0
log_2963_1708943411.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1913, 2486, 4144, 4564, 5637, 6179]",7627.0
log_2964_1708943417.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1904, 2209, 3700, 4197, 5892, 6390]",7808.0
log_2967_1708943232.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1610, 2044, 3616, 3927, 5719]",7089.0
log_2968_1708943243.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1870, 2432, 3491]",4698.0
log_2969_1708943249.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1670, 2100]",4050.0
log_2971_1708943257.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1712, 3126, 3675]",5266.0
log_2972_1708943267.xes,['drift_1'],['sudden'],['sudden'],,[1472],3017.0
log_2973_1708943270.xes,['drift_1'],['sudden'],['sudden'],,[1499],2807.0
log_2975_1708943278.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1549, 3345, 3896, 5038]",6047.0
log_2976_1708943282.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1227, 1804, 3065, 3491]",4652.0
log_2977_1708943294.xes,['drift_1'],['sudden'],['sudden'],,[1685],3193.0
log_2978_1708943301.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1661, 2158, 4067]",5956.0
log_2979_1708943309.xes,['drift_1'],['sudden'],['sudden'],,[1710],2950.0
log_2980_1708943314.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1700, 3187]",4239.0
log_2981_1708943318.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1964, 2434, 4282]",6008.0
log_2982_1708943322.xes,['drift_1'],['sudden'],['sudden'],,[1411],2762.0
log_2988_1708943333.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1427, 1847, 3394, 3919, 5676, 6155]",7942.0
log_2989_1708943342.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1277, 2986, 3458]",4817.0
log_298_1708942896.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1232, 3100]",4511.0
log_2990_1708943349.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1512, 2780, 3834, 4349]",5978.0
log_2993_1708943374.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1553, 2083, 3692, 4226, 5913]",7782.0
log_2994_1708943379.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1999, 3530, 4582]",6381.0
log_2995_1708943390.xes,['drift_1'],['sudden'],['sudden'],,[1282],2475.0
log_2996_1708943392.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1286, 2387]",3948.0
log_2997_1708943395.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1022, 1580]",2893.0
log_2998_1708943398.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1191, 1702, 3290, 3825, 5557]",6694.0
log_2999_1708943400.xes,['drift_1'],['sudden'],['sudden'],,[1656],3373.0
log_299_1708942901.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1214, 2428, 2800]",4036.0
log_29_1708942856.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1677, 2164]",3790.0
log_2_1708942735.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1231, 1624]",2808.0
log_3000_1708943404.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1948, 3653]",5264.0
log_3002_1708943410.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1069, 1649, 3079]",4975.0
log_3004_1708943233.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1990, 2480]",3832.0
log_3005_1708943235.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1250, 1595]",3461.0
log_3006_1708943238.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1255, 1713, 3382]",4833.0
log_3008_1708943243.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1055, 1433]",3141.0
log_300_1708942903.xes,['drift_1'],['sudden'],['sudden'],,[1080],2868.0
log_3010_1708943249.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1619, 2056]",3177.0
log_3011_1708943251.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1713, 2215, 4169, 4560, 6280, 6642]",8204.0
log_3012_1708943265.xes,['drift_1'],['sudden'],['sudden'],,[1264],2304.0
log_3014_1708943268.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1829, 2145, 4025, 4350]",6242.0
log_3015_1708943272.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1478, 1855]",2900.0
